번호,작가,작품명,제작연도,재료,규격,부문,관리번호,작품 설명,작품이미지,이미지
112.0,파블로 피카소 Pablo PICASSO,큰 새와 검은 얼굴,1951,"백토, 화장토 장식, 나이프 각인",50×47×38,공예,10460.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다. 〈큰 새와 검은 얼굴〉은 검은 줄무늬가 있는 새와 그것의 가슴 부분에 검은 얼굴이 묘사된 항아리 형태의 작업이다. 손잡이가 두 개 달린 이 항아리는 고대 그리스 시기 널리 사용되었던 암포라*에서 손잡이의 방향을 변주한 형태처럼 보인다. 정면에서 보았을 때 이 항아리는 새의 날개이자 손처럼 보이며, 손으로 얼굴에 달린 귀를 잡아서 들고 있는 모습이다. 새와 얼굴은 각각 피카소의 작업에 자주 등장하는 소재로 이 둘을 조화롭게 한데 조합한 것이 특이하다. 또한 검은 얼굴의 큰 원형의 귀가 암포라의 손잡이처럼 보이기도 한다. *암포라(amphora)는 고대 그리스·로마 시대의 몸통이 불룩한 형태의 긴 항아리로, 항아리의 목부분에서 몸통까지 세로로 두 개의 손잡이가 달려 있다. 식료품을 저장하는데 쓰인 듯하며, 당시 도기 중에서는 가장 널리 사용되었다.",1.0,112.jpg
113.0,마르크 샤갈 Marc CHAGALL,결혼 꽃다발 ,1977 - 1978,캔버스에 유화 물감,91.5×72.8,회화 II,9512.0,"마르크 샤갈(Marc Chagall, 1887-1985)은 러시아의 유대인계 가정에서 태어나 주로 프랑스에서 활동했다. 1907년부터 상트페테르부르크(Saint Petersburg)에 있는 미술학교(School of Imperial Society for the Protection of Fine Arts)에서 공부하였다. 1910년부터 파리에서 지내면서 초기에는 입체주의와 야수주의 경향을 드러내기도 했다. 1914년 베를린에서 첫 개인전을 열었으며, 이후 고향인 러시아의 비텝스크(Vitebsk, 현재 벨라루스의 도시)로 돌아가 미술학교 교장을 맡기도 했으나 사회주의 리얼리즘과의 갈등으로 1922년에 러시아를 떠나 파리로 돌아갔다. 제2차 세계대전 중에는 유대인 학살을 피해 미국으로 피신했다가 1948년에 다시 프랑스로 돌아와 작품 활동을 이어갔다. 샤갈은 사랑과 동경, 그리움과 같은 주제를 환상적이고 낭만적인 분위기와 눈부신 색채로 표현했으며, 이 때문에 색채의 마법사로 불리기도 한다. 샤갈은 자신의 첫 번째 부인이었던 벨라(Bella)와 두 번째 부인이었던 바바(Vava)와의 결혼 생활을 바탕으로 ‘연인’을 주제로 한 작품을 생의 전반에 걸쳐 제작했다. <결혼 꽃다발>은 그 연장선에서 88세의 샤갈이 그려낸 작품으로 몽환적인 분위기와 강렬한 색채의 사용 등에서 샤갈 작품 특유의 스타일이 돋보인다. 화면 전반에 퍼진 어슴푸레한 파란색과 밝게 빛나는 빨간색, 흰색, 노란색이 조화롭게 어우러지는데, 이같이 다양한 색채의 사용은 작가가 제2차 세계 대전 동안 스테인드글라스를 디자인한 경험에서 비롯된 것이다. 작품에 등장하는 연인과 사물은 고향 비텝스크, 혁명기 러시아, 프랑스와 미국 등 작가의 평생에 걸쳐 품었던 기억과 꿈, 욕망 등의 형상화로 볼 수 있다. “이 세상의 많은 어려움에도 불구하고, 나는 내가 자라온 내면의 삶에 대한 사랑과 그 속에서 인간에 대한 희망을 간직해왔다. 우리의 삶 속에는, 마치 화가의 팔레트처럼, 삶과 예술의 느낌을 주는 한 가지의 색채가 있다. 그것은 바로 사랑이다.”",1.0,113.jpg
114.0,파블로 피카소 Pablo PICASSO,염소 머리,1950,"백토, 산화 파라핀 장식, 유약 시유",26×26×3,공예,10373.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다. 〈염소 머리〉는 접시 모양의 백자에 산화파라핀으로 염소의 형체를 그린 후 덤벙 시유를 통해 완성한 작품이다. 파라핀 왁스로 보호막을 만드는 기술을 작품의 장식 기술로 활용한 점이 특징적이다. 작품에는 한가로이 여물을 먹고 있는 듯한 염소 머리의 측면이 그려져 있다. 붓의 자유로운 필치, 검은색과 밝은 초록색이 뒤섞인 색채는 동물이 지닌 활력과 야생성을 강조한다. 서구 문화권에서 염소 도상은 오랫동안 섹슈얼리티나 종교적 상징으로 기능해왔다. 그러나 피카소의 작업에서 염소는 명확한 상징적 의미를 띠기보다는 지중해에서의 목가적인 삶, 그로부터 기인하는 행복에 대한 은유로 읽힌다. 1950년 프랑스 발로리스(Vallauris)에 머무를 당시 피카소는 등신대 크기의 염소 조각을 제작하고, 1952년에는 자신의 도자 전시회 포스터를 염소 이미지로 장식하기도 했다.",1.0,114.jpg
115.0,파블로 피카소 Pablo PICASSO,사과와 꽃다발,1956,"백토, 산화 파라핀, 산화물 장식, 유약 시유",24×24×2,공예,10447.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다. 〈사과와 꽃다발〉은 세 송이의 꽃이 있는 화분이 사과 한 알과 함께 있는 정물을 묘사한 도 자 작품이다. 대상의 주요 부분들이 간결하고 단순하게 처리되어 있어 아이들의 그림을 연상시킨다. 파란색으로 처리된 부분과 채색되지 않고 백토가 그대로 드러난 부분이 대조를 이루어 일견 빛과 어둠의 형상화로 이해된다. 그러나 명암에 따른 입체감으로 이어지기보다 입체주의의 평면적 화면을 떠올리게 한다. 일정한 방향으로 처리된 빗금은 정적인 정물에 운동과 속도를 부여하여 긴장을 불어넣는다. 도자기 표면에 자신의 서명양식인 입체주의적 접근법을 적용함으로써 도자예술의 가능성을 확장시킨다.",1.0,115.jpg
116.0,파블로 피카소 Pablo PICASSO,네 명의 춤추는 사람들,1956,"백토, 흑색 파티나 장식, 부분 유약 시유",24×24×1,공예,10365.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다. 〈네 명의 춤추는 사람들〉은 원형의 검은색 판 위에 네 명의 사람이 손을 잡고 춤을 추고 있는 모습을 단순화하여 표현한 작품이다. 인물들이 원무를 함께 추는 모습은 앙리 마티스의 〈춤(La Danse)〉(1910)을 연상시킨다. 이 작품에서 인물들은 머리를 나타내는 점과 팔, 다리를 구성하는 다 섯 개의 선으로 아주 간결하게 표현되어 있어 추상적인 느낌을 자아낸다. 검은색 바탕에 흰색 선으로 형상을 구현함으로써 대비가 강하게 드러나며 조형적 요소로서 선이 더욱 돋보인다. 모든 선은 곡선으로 이루어져 있고 자유분방하게 뻗어 있어 즐거운 순간을 나타내고 있는 듯하다",1.0,116.jpg
117.0,파블로 피카소 Pablo PICASSO,투우(파세오),1959,"적토, 화장토 장식",41×41×3,공예,10457.0,"파블로 피카소(Pablo Picasso, 1881–1973)는 스페인 말라가(Málaga)에서 태어나 미술 교사인 아버지에게 일곱살까지 미술 교육을 받고, 바르셀로나와 마드리드 미술학교를 거치며 일찌감치 아카데믹한 화풍으로 뛰어난 기량을 보였다. 1904년 파리로 건너가 영구 정착하였으며, 무쟁(Mougins)에서 사망하기까지 프랑스를 주 무대로 활동하면서 전 생애에 걸친 왕성한 창작활동을 펼쳤다. 가난과 우울, 내면의 고통을 청색의 단색조로 형상화하던 청색 시대(1901–1904)와 감상적인 주제와 색조의 장밋빛 시대(1904–1906)를 지나, 폴 세잔(Paul Cézanne, 1839-1906)과 원시미술의 영향을 받은 〈아비뇽의 여인들(Les Demoiselles d'Avignon)〉(1906–1907)을 통해 혁명적 화풍의 시작을 알렸다. 조르주 브라크(Georges Braque, 1882-1963)와 공동 창시한 큐비즘(1909–1919)을 통해 20세기의 새로운 조형 언어를 선보였으며 이후 신고전주 의와 초현실주의적 요소를 활용해 방대한 양의 회화, 조각, 드로잉, 판화, 공예 작품을 제작하였다. 또한 1937년에 제작한 〈게르니카(Guernica)〉를 통해 역사화를 부활시켰다. 피카소는 다양한 재료의 효과와 재질감의 대비로부터 나오는 표현성을 보편화시키고, 콜라주나 아상블라주와 같은 당대 혁신적인 조형 작업을 선보이며 장르 불문의 새로운 시각예술 언어를 제시하였다. 그는 인물 초상, 사생활의 소산, 생의 희비극, 정치적 메시지, 대담하고 우아한 에로티시즘 등 다양한 주제를 망라했다. 〈투우(파세오)〉는 8점으로 구성된 접시 세트 중 하나로 투우 경기의 개막식 행렬을 의미하는 ‘파세오(Paseo)’ 단계를 그린 것이다. 접시에 그려진 장면은 말을 탄 경기의 관리자가 각기 다른 역할을 가진 투우사 그룹(마타도르, 반데리예로, 피카도르 등으로 구성)과 함께 경기장을 거니는 모습을 나타낸다. 접시 상단의 선과 수많은 점들은 경기를 관람하러 온 관중석의 사람들을 표현한 것으로 볼 수 있다. 스페인을 대표하는 전통기예로 여겨지는 투우는 작가에게 있어 자신의 뿌리를 계속해서 탐구하는 일이었다. 작가는 프랑스 남부의 도시 발로리스(Vallauris)에 체류하며 종종 그 지역의 투우 경기를 관람하러 갔다고도 알려져 있다.",1.0,117.jpg
118.0,패트릭 튜토푸오코 Patrick TUTTOFUOCO,웰컴,2018,"네온라이트, 스틸",가변규격,조각ㆍ설치,8161.0,"패트릭 튜토푸오코는 작품의 사회적, 집단적 맥락을 중시하며, 개인과 개인을 둘러싼 환경의 결합에 관심을 두고 작업해온 작가입니다. 그는 종종 협업을 통한 다양한 예술적 시도를 하면서 공공의 것과 사적인 것, 개인과 거주 환경 사이의 새로운 대화를 모색해왔습니다. ‹웰컴›은 7개의 네온조각으로 구성된 작품입니다.

서로 다른 손가락 모양을 하고있는 이 네온조각들은 ‘환영한다’는 의미를 담은 영어단어 ‘welcome’을 수화로 표현하고 있는데요, 원래 이 작품은 2018년 평창 동계올림픽 개최 당시, 이탈리아 선수들이 묵었던 선수촌 숙소에 설치하기 위해 제작된 것으로, 올림픽이 끝난 뒤 미술관에 기증되었습니다.

그런데 이 작품에는 설치에 관한 매뉴얼이 상세하게 정해져 있지 않습니다. 어떤 높이에 설치할 것인지, 조각들 사이의 간격은 얼마쯤인지에 대한 세부적인 설명 대신, 사람들을 환대하는 공간이라면 어느 곳이든 설치할 수 있으며, 웰컴이라는 글씨가 제대로 읽히기만 하면 된다는 간단한 조건뿐이었죠. 이번 전시에서는 이 네온 조각품을 전시실 입구에 설치함으로써, 예술 공간을 찾은 관람객 여러분에 대한 환영의 인사를 전하려 합니다",1.0,118.jpg
119.0,한스 하케 Hans HAACKE,아이스 테이블,1967,"스테인리스 스틸, 냉동 장치",91.4×92×49,조각ㆍ설치,8202.0,"한스 하케(1936- )는 개념미술가로서 제도비판미술의 한 전형을 제시한 작가로 잘 알려져 있다. 하케는 응축, 강수, 증발, 온도 변화에 따른 팽창과 수축처럼 자연 에너지를 조각작품으로 구현하고자 했는데, 이는 1950년대 참여했던 제로 그룹의 움직이는 물질에 대한 관심과 유사하다. 하케는 자신의 아이디어를 실현하기 위해서 기술의 필요성을 느꼈고, E.A.T.를 통해 공학자를 소개받아 협업했다. 그 결과 빛, 온도, 습도 등 주변 환경에 반응하는 장치인 <아이스 테이블>을 제작했는데, 이 작품은 1967년 E.A.T.가 주최한《더 많은 시작: 예술과 기술의 실험》에서 처음 선보였다.",1.0,119.jpg
120.0,왈리드 라드 Walid RAAD,아홉번째 판에 부치는 서문: 마완 카삽-바치(1934-2016),2017,"29개의 프레임과 드로잉, 나무 벽, 벽지",가변크기,드로잉,8142.0,"왈리드 라드(1967- )는 레바논 전쟁에 대한 역사적인 자료와 상상에 의해 가공된 자료들을 아카이브에 보관된 자료인 것처럼 가장해 전시하는 프로젝트‘아틀라스 그룹’으로 세계적인 주목을 받았다. 그의 작업은 사진, 영화, 퍼포먼스 등 다양한 매체를 활용하며 1975년부터 1991년 사이의 레바논 내전 사이의 레바논 현대사와 아랍문화에 걸친 연구를 기반으로 한다.
<아홉 번째 판에 부치는 서문: 마완 카삽–바치(1934–2016)>(2017)는 시리아 화가 마완 카삽–바치의 스케치북에 있던 드로잉 작품 29점을 캔버스 뒷면에 모사하여 장식무늬가 프린트된 벽지로 도배된 나무벽에 부착하는 형태로써 보여준다. 아랍권 지역에 불고 있는 박물관 및 미술관 건축 붐과 아랍 미술의 한 경향인 성상화와 그 작가들에 주목하는 그의 최근작은 예멘,팔레스타인, 리비아, 터키, 이집트에서 벌어지는 전쟁 가운데 형성되고 있는 이러한 흐름을 반영한다. 왈리드 라드의 작품은 물질적, 비물질적으로 문화에 영향을 미치는 폭력성과 관계한다. 이번 전시를 통해, 왈리드 라드는 그가 기술했던 것처럼, “어떤 작가들의 그림이 캔버스 앞면보다는 뒷면에 그려지는지, 혹은 특정 그림들의 선, 색, 형태 등이 어떤 알 수 없는 이유로 인해 캔버스의 앞면에서 뒷면으로 옮겨지는지, 작가들이 가끔은 그들의 작품에 가면을 씌워야 할 필요를 느끼는지”에 관해 고찰한다.",1.0,120.jpg
121.0,백남준 PAIK Nam June,다다익선,1988," 영상 설치; 4채널 영상, 컬러, 사운드; 모니터 1,003대, 철 구조물","1,850×1,100×1,100",뉴미디어,3036.0,"백남준(1932-2006)은 '비디오아트(Video Art)'라는 새로운 예술 형식의 선구자로 원래 음악에서 시작하여 실험성이 강한 미술로 자기 세계를 구축하였다. 그의 비디오아트는 동·서양의 문화적 특성과 그것들 간의 교류, 그리고 문화∙인류사적인 관심들을 주제로 하고 있다. 또한 그는 기존의 예술 개념을 거부하고 반전통적인 행위 예술을 전개한 플럭서스(Fluxus) 그룹의 일원으로도 유명하다. 그의 <다다익선>(1988)은 1003대의 TV 모니터로 구성된 작품으로, 국립현대미술관이 ‘88 서울올림픽’을 기념하기 위해 추진한 것이다. 1003이라는 숫자는 시월 삼일이 개천절을 상징하는 것으로 백남준의 발상에서 나온 것이다. 비디오 예술이 생방송을 활용함으로 텔레비전의 모체 역할을 하였는데, 1960년대와 1970년대 비디오 예술이 TV체제를 해체하는 시기였다면, 1980년대는 TV체제를 재구성하는 시기였다고 할 수 있다. 이때 TV는 대중매체로서, 비디오는 현실을 창조하는데 능동적이고 직접적인 역할을 담당한다. 따라서 비디오 예술은 현실을 재현한다기보다 현대인의 ‘담화, 사고, 형태’의 양상을 바꾸어 버리는 이미지를 산출한다. <다다익선 No.I (N.J.P.I)>(1987)은 <다다익선>의 작품의 재료인 레이저 디스크(Laser Disk)이며, 이는 화면의 내용 중 하나이다. 현대 이미지가 지배하는 세계에서 이미지를 만드는 주체로써 새로운 상황을 편집을 통해 보여주고 있다.",1.0,121.jpg
122.0,김홍석 b GIM Hongsok b,"사람 객관적-나쁜 해석(1.도슨트 프로그램을 위한 작품 해설서, 2.기울고 과장된 형태에 대한 연구-지네, 3.빗자루질-120501, 4.걸레질-120511, 5.곰 같은 형태, 6.슬리퍼 한 켤레, 7.미스터 킴, 8.매터리얼)",2012,"1.텍스트,2.레진,3-4.캔버스에 우레탄도료,5.레진,6.브론즈,시멘트,7.레진,바지,스니커즈,8.레진","1.21×29.7×(21), 2.315×100×100, 3.218×291, 4.164×130, 5.143×165×167, 6.17×30×14×(2), 7.45×201×108, 8.140×40×40",조각ㆍ설치,8057.0,"김홍석(金泓錫, 1964- )은 조소를 전공하고 독일에서 유학했다. 플라토 삼성미술관 《좋은 노동 나쁜 미술》(2013), 가나자와 21세기 현대 미술관 《Xijing Is Not Xijing Therefore Xijing Is Xijing》(2016) 등의 전시를 거쳐 활발한 활동을 하였다. 1990년대 후반부터 퍼포먼스, 관객 참여형 이벤트를 비롯하여 글쓰기와 드로잉, 설치와 영상, 전통 조각 등의 다양한 형식을 넘나들며 이야기를 만들었다. 어떤 형식을 띠든 그의 작품은 작가가 구상한 허구의 이야기를 기본 구조로 삼는 경우가 많은데, 이는 픽션을 통해 현실을 더 정확하게 보여줄 수 있다는 믿음에 근거한 것이다. 김홍석의 이야기들은 우리가 당연한 것으로 받아들이는 사회적 행위들에 내재된 위계를 드러내고 무력화하는 데 초점을 맞춘다. 그는 특히 작품과 전시의 생산 구조 자체를 작품의 내용으로 다룸으로써 예술품을 둘러싼 자본과 노동, 소비와 제작, 고용과 피고용 관계 등의 윤리적 문제를 표면화하는 데 천착했으며, 이를 통해 예술이라는 지적이고 미학적인 행위 이면의 세속성을 드러냈다. <사람 객관적-나쁜 해석>은 국립현대미술관 《올해의 작가상》(2012) 설치 작품 중 하나로 총 8개의 오브제로 이루어져 있다. 이 오브제들은 작품이 만들어지는 과정에서 발견되는 노동과 자본에 관한 것이다. 작가는 대부분의 작품을 제작 전문가에게 의뢰하는데, 그가 직접 제작비를 지불하는 경우도 있지만 대부분 기관 또는 기업이 제공하는 예산으로 작품을 제작한다. 그는 제작비라는 자본 역시 작가 개인이 해결할 수 없다는 점에 주목했다. 작가는 노동의 주체에 따라 작품이 어떻게 만들어지는가에 대해 세심하게 관찰하고 이를 작품의 주된 내용으로 전환하여 제시한다.",1.0,122.jpg
123.0,홍승혜 HONG Seunghye,파편,2008,알루미늄 각 파이프에 폴리우레탄,10×10×300×(32),조각ㆍ설치,7375.0,"홍승혜(1959- )는 서울대 회화과와 파리국립미술학교 회화부를 졸업하였다. 초기엔 아크릴 물감과 수채물감으로 회화작업을 하였으나 1997년 어느 날 컴퓨터의 '그림판'에 이루어지는 이미지의 신속하고 무궁한 변신에 매료되어 픽셀이라는 기하학적인 요소로부터 자연계의 유기성을 표현하고 있다. <유기적 기하학>(2008)은 픽셀을 기반으로 만들어낸 도형을 끊임없이 분절, 결합하는 과정으로 이루어진다. 이 작업은 기존 작업을 이루는 도형들에서 잘라낸 일부를 건축 자재에 전사해, 결정된 결과물로서의 작업이 아닌 재료 형태의 작업을 제시하고자 한다. 생성, 증식, 분해, 소멸하는 자연계의 순환 논리가 토대가 된 무한히 가변적인 조형 방식은 작업을 통해 추구하는 '유기적 예측불허감(organic unpredictability)'의 표현이라 할 수 있다. 32개의 기하학 무늬가 그려진 파이프들은 바닥에 그대로 놓아 설치할 수도 있으며 그것을 쌓아서 설치할 수도 있다.",1.0,123.jpg
124.0,안규철 AHN Kyuchul,둘의 엇갈린 운명,2013,"청동에 아크릴릭 물감, 화분",가변크기,조각ㆍ설치,8131.0,"안규철(1955- )은 서울대학교 미술대학 조소과 졸업한 후 중앙일보 <계간미술> 기자로 일하다가 프랑스로 건너가 세르주퐁트와즈 국립미술학교와 독일 슈투트가르트 국립미술대학 연구과정에서 수학했다. <둘의 엇갈린 운명>(2013)은 크기가 각각 다른 기둥 선인장 3개를 사실적으로 재현한 이 조각 작업은 점토 모델링과 실리콘 거푸집 제작, 브론즈 캐스팅, 그리고 최종적으로 아크릴 채색까지 약 2개월의 작업기간이 소요되었다. 그러는 사이에 3개의 선인장은 각각 3~4cm 정도 키가 자라서 브론즈로 완성된 선인장과는 약간의 차이가 생겼다. 이 작품을 발표했던 전시에서는 이렇게 브론즈로 재현된 선인장과 살아있는 원래의 선인장을 나란히 배치하여 원형과 복제사이의 차이를 드러나게 했다. 그 후 4년이 지나는 동안 이 조각의 원형이 되었던 3개의 선인장들은 하나씩 사라졌고, 이제는 죽은 선인장들의 한 시절을 여전히 담고 있는 조각선인장들만이 남아있다. 소멸하는 것과 머무는 것의 영원히 엇갈리는 운명과 재현의 한계를 다루고자 한 작업이다.",1.0,124.jpg
125.0,김소라 KIM Sora,왜냐고 내게 묻지 마세요,2010,"사운드:스피커64개, 사운드 트랙16개 오브제:숫자6개(1,1,2,3,7,9), 나무 캐스팅2개, 부표 캐스팅2개",330×1400×700(가변크기),뉴미디어,6724.0,"김소라는 지난 10년간 국제 무대에서 한국 현대미술의 현주소를 알리고 주도해온 가장 대표적인 작가 중 한사람이다. 작가는 그의 작업에서 언제나 시스템을 만들고 프로그램을 운영하는 기획자의 역할을 해왔다. 그러나 <왜냐고 내게 묻지 마세요 don't ask me why>를 포함한 일련의 신작들에서 작가는 이전의 기획자로서의 위치를 과감히 버리고 질서를 만들기 보다는 예기치 못한 질서들이 스스로 드러낼 수 있는 상황에 주목하였다. <왜냐고 내게 묻지 마세요 don't ask me why>는 여러 개별적인 작품들로 구성되어 있는 설치 작품이다. 64개의 스피커를 통한 16채널의 사운드, 10개의 숫자 모형들, 폭풍우에 뽑혀진 나무를 캐스팅한 작업, 공간성을 제시한다. 숫자 작업은 이 작품에서 사운드 작업인 아틀라스와 함께 현존의 의미를 질문하게 된다. 즉, 숫자가 가질 만한 서술적 요소들, 복잡한 해석과 다양한 의미들로부터 벗어나 모든 '있음'의 근원을 자문하게 된다. <아틀라스 Atlas>는 2010년 서울과 근교에서 수집한 수 백가지의 환경과 일상의 소음을 음악가 장영규가 믹싱한 작업니이다. 공간 전체에서 크고 작은 현실의 소리들이 불규칙적으로 겹치고 어우려져 입체적인 시공간을 구축하게 된다. <1st Movement>는 지난 여름 폭풍우에 쓰는 나무를 캐스팅한 작업으로 우발적 상황, 드라마틱한 사고, 시간의 멈춤을 이야기한다. <2nd Movement>는 바다에서의 모진 풍파와 세월의 흔적들, 길고 긴 시간에 대한 소고를 담아낸다.",1.0,125.jpg
